,Name,Episodes
456,Funny Songs Presenter,['https://rickandmortyapi.com/api/episode/19']
457,Tax Attorney,['https://rickandmortyapi.com/api/episode/19']
458,Butthole Ice Cream Guy,['https://rickandmortyapi.com/api/episode/19']
459,Traflorkian Journalist,['https://rickandmortyapi.com/api/episode/19']
460,Communication's Responsible Rick,['https://rickandmortyapi.com/api/episode/22']
461,Teleportation's Responsible Rick,['https://rickandmortyapi.com/api/episode/22']
462,SEAL Team Rick,['https://rickandmortyapi.com/api/episode/22']
463,SEAL Team Rick,['https://rickandmortyapi.com/api/episode/22']
464,SEAL Team Rick,['https://rickandmortyapi.com/api/episode/22']
465,SEAL Team Rick,['https://rickandmortyapi.com/api/episode/22']
466,Morphizer-XE Customer Support,['https://rickandmortyapi.com/api/episode/26']
467,Morphizer-XE Customer Support,['https://rickandmortyapi.com/api/episode/26']
468,Morphizer-XE Customer Support,['https://rickandmortyapi.com/api/episode/26']
469,Alien Spa Employee,['https://rickandmortyapi.com/api/episode/27']
470,Little Voltron,['https://rickandmortyapi.com/api/episode/27']
471,Baby Rick,['https://rickandmortyapi.com/api/episode/28']
472,Bartender Morty,['https://rickandmortyapi.com/api/episode/28']
473,Dancer Cowboy Morty,['https://rickandmortyapi.com/api/episode/28']
474,Dancer Morty,['https://rickandmortyapi.com/api/episode/28']
475,Flower Morty,['https://rickandmortyapi.com/api/episode/28']
476,Hairdresser Rick,['https://rickandmortyapi.com/api/episode/28']
477,Journalist Rick,['https://rickandmortyapi.com/api/episode/28']
478,Private Sector Rick,['https://rickandmortyapi.com/api/episode/28']
479,Purple Morty,['https://rickandmortyapi.com/api/episode/28']
480,Retired General Rick,['https://rickandmortyapi.com/api/episode/28']
481,Secret Service Rick,['https://rickandmortyapi.com/api/episode/28']
482,Steve Jobs Rick,['https://rickandmortyapi.com/api/episode/28']
483,Sheik Rick,['https://rickandmortyapi.com/api/episode/28']
484,Modern Rick,['https://rickandmortyapi.com/api/episode/28']
485,Tan Rick,['https://rickandmortyapi.com/api/episode/28']
486,Visor Rick,['https://rickandmortyapi.com/api/episode/28']
487,Colonial Rick,['https://rickandmortyapi.com/api/episode/28']
488,P-Coat Rick,['https://rickandmortyapi.com/api/episode/28']
489,Chang,['https://rickandmortyapi.com/api/episode/29']
490,Dr. Eleanor Arroway,['https://rickandmortyapi.com/api/episode/29']
491,Varrix,['https://rickandmortyapi.com/api/episode/30']
492,Secretary of the Interior,['https://rickandmortyapi.com/api/episode/31']
493,Crystal Poacher,['https://rickandmortyapi.com/api/episode/32']
494,Crystal Poacher,['https://rickandmortyapi.com/api/episode/32']
495,Crystal Poacher,['https://rickandmortyapi.com/api/episode/32']
496,Hologram Rick,['https://rickandmortyapi.com/api/episode/32']
497,Fascist Rick,['https://rickandmortyapi.com/api/episode/32']
498,Fascist Morty,['https://rickandmortyapi.com/api/episode/32']
499,Fascist Mr. President,['https://rickandmortyapi.com/api/episode/32']
500,Fascist Ricks Clone,['https://rickandmortyapi.com/api/episode/32']
501,Revolio Clockberg Jr.,['https://rickandmortyapi.com/api/episode/32']
502,Fascist Shrimp Rick,['https://rickandmortyapi.com/api/episode/32']
503,Fascist Shrimp Ricks Clone,['https://rickandmortyapi.com/api/episode/32']
504,Fascist Shrimp Morty,['https://rickandmortyapi.com/api/episode/32']
505,Fascist Shrimp SS,['https://rickandmortyapi.com/api/episode/32']
506,Fascist Teddy Bear Rick,['https://rickandmortyapi.com/api/episode/32']
507,Fascist Teddy Bear Ricks Clone,['https://rickandmortyapi.com/api/episode/32']
508,Bully,['https://rickandmortyapi.com/api/episode/32']
509,Anchorman,['https://rickandmortyapi.com/api/episode/32']
510,Anchorwoman,['https://rickandmortyapi.com/api/episode/32']
511,Mortys Lawyer,['https://rickandmortyapi.com/api/episode/32']
512,Judge,['https://rickandmortyapi.com/api/episode/32']
513,Public Opinion Judge,['https://rickandmortyapi.com/api/episode/32']
514,Caterpillar Mr. Goldenfold,['https://rickandmortyapi.com/api/episode/32']
515,Wasp Rick,['https://rickandmortyapi.com/api/episode/32']
516,Wasp Ricks Clone,['https://rickandmortyapi.com/api/episode/32']
517,Wasp Morty,['https://rickandmortyapi.com/api/episode/32']
518,Wasp Summer,['https://rickandmortyapi.com/api/episode/32']
519,Wasp Jerry,['https://rickandmortyapi.com/api/episode/32']
520,Wasp Beth,['https://rickandmortyapi.com/api/episode/32']
521,Caterpillar Mr. Goldenfolds Larvae,['https://rickandmortyapi.com/api/episode/32']
522,Boglin,['https://rickandmortyapi.com/api/episode/32']
523,Kirkland Brand Mr. Meeseeks,['https://rickandmortyapi.com/api/episode/32']
524,Glootie,['https://rickandmortyapi.com/api/episode/33']
525,Danny Publitz,['https://rickandmortyapi.com/api/episode/33']
526,Mothership Intern,['https://rickandmortyapi.com/api/episode/33']
527,Monogatron Leader,['https://rickandmortyapi.com/api/episode/33']
528,Lizard,['https://rickandmortyapi.com/api/episode/33']
529,Deliverance,['https://rickandmortyapi.com/api/episode/33']
530,Tony,['https://rickandmortyapi.com/api/episode/33']
531,Tonys Wife,['https://rickandmortyapi.com/api/episode/33']
532,Monogatron Queen,['https://rickandmortyapi.com/api/episode/33']
533,Tony's Dad,['https://rickandmortyapi.com/api/episode/33']
534,Jeff,['https://rickandmortyapi.com/api/episode/33']
535,Josiah,['https://rickandmortyapi.com/api/episode/33']
536,Maggie,['https://rickandmortyapi.com/api/episode/33']
537,Priest Witherspoon,['https://rickandmortyapi.com/api/episode/33']
538,Richard,['https://rickandmortyapi.com/api/episode/33']
539,Running Bird,['https://rickandmortyapi.com/api/episode/33']
540,Secretary at Tony's,['https://rickandmortyapi.com/api/episode/33']
541,Mountain Sweat Jerry,['https://rickandmortyapi.com/api/episode/33']
542,Vermigurber,['https://rickandmortyapi.com/api/episode/33']
543,Miles Knightly,['https://rickandmortyapi.com/api/episode/34']
544,Heist-Con Receptionist,['https://rickandmortyapi.com/api/episode/34']
545,Angie Flint,['https://rickandmortyapi.com/api/episode/34']
546,Glar,['https://rickandmortyapi.com/api/episode/34']
547,Truckula,['https://rickandmortyapi.com/api/episode/34']
548,Snake Arms,['https://rickandmortyapi.com/api/episode/34']
549,Double Microwawe,['https://rickandmortyapi.com/api/episode/34']
550,Monitor Lord,['https://rickandmortyapi.com/api/episode/34']
551,Key Catcher,['https://rickandmortyapi.com/api/episode/34']
552,The Shapeshiftress,['https://rickandmortyapi.com/api/episode/34']
553,Heistotron,['https://rickandmortyapi.com/api/episode/34']
554,Randotron,['https://rickandmortyapi.com/api/episode/34']
555,Hephaestus,['https://rickandmortyapi.com/api/episode/34']
556,Ventriloquiver,['https://rickandmortyapi.com/api/episode/34']
557,Elon Tusk,['https://rickandmortyapi.com/api/episode/34']
558,Gramuflackian Anchorman,['https://rickandmortyapi.com/api/episode/34']
559,Gramuflackian General,['https://rickandmortyapi.com/api/episode/34']
560,Netflix Executive,['https://rickandmortyapi.com/api/episode/34']
561,Balthromaw,['https://rickandmortyapi.com/api/episode/35']
562,The Wizard,['https://rickandmortyapi.com/api/episode/35']
563,Talking Cat,['https://rickandmortyapi.com/api/episode/35']
564,Debrah,['https://rickandmortyapi.com/api/episode/35']
565,Debrahs Partner,['https://rickandmortyapi.com/api/episode/35']
566,Michael,['https://rickandmortyapi.com/api/episode/35']
567,Slut Dragon,['https://rickandmortyapi.com/api/episode/35']
568,Shadow Jacker,['https://rickandmortyapi.com/api/episode/35']
569,Chachi,['https://rickandmortyapi.com/api/episode/35']
570,Slippy,['https://rickandmortyapi.com/api/episode/36']
571,Robot Snake,['https://rickandmortyapi.com/api/episode/36']
572,Snake Hitler,['https://rickandmortyapi.com/api/episode/36']
573,Snake Lincoln,['https://rickandmortyapi.com/api/episode/36']
574,Snake Resistance Robot,['https://rickandmortyapi.com/api/episode/36']
575,Snake Linguist,['https://rickandmortyapi.com/api/episode/36']
576,Snake Terminator,['https://rickandmortyapi.com/api/episode/36']
577,Snake Soldier,['https://rickandmortyapi.com/api/episode/36']
578,Snake with Legs,['https://rickandmortyapi.com/api/episode/36']
579,Secret Service Snake,['https://rickandmortyapi.com/api/episode/36']
580,Anchosnake,['https://rickandmortyapi.com/api/episode/36']
581,Anchosnake,['https://rickandmortyapi.com/api/episode/36']
582,80's snake,['https://rickandmortyapi.com/api/episode/36']
583,Bar Customer,['https://rickandmortyapi.com/api/episode/36']
584,Bartender,['https://rickandmortyapi.com/api/episode/36']
585,PC Basketball Player,['https://rickandmortyapi.com/api/episode/36']
586,Cavesnake,['https://rickandmortyapi.com/api/episode/36']
587,Pet Shop Employee,['https://rickandmortyapi.com/api/episode/36']
588,Snake Reporter,['https://rickandmortyapi.com/api/episode/36']
589,High Pilot,['https://rickandmortyapi.com/api/episode/36']
590,High Pilot,['https://rickandmortyapi.com/api/episode/36']
591,Phoenixperson,"['https://rickandmortyapi.com/api/episode/22', 'https://rickandmortyapi.com/api/episode/41', 'https://rickandmortyapi.com/api/episode/49']"
592,Tickets Please Guy,['https://rickandmortyapi.com/api/episode/37']
593,Floaty Bloody Man,['https://rickandmortyapi.com/api/episode/37']
594,Floaty Non-Gasm Brotherhood Member,['https://rickandmortyapi.com/api/episode/37']
595,Floaty Non-Gasm Brotherhood Member Friend,['https://rickandmortyapi.com/api/episode/37']
596,Abradolf Lincler,['https://rickandmortyapi.com/api/episode/37']
597,Biblesaurus,['https://rickandmortyapi.com/api/episode/37']
598,Birdperson,['https://rickandmortyapi.com/api/episode/37']
599,Cats Fan,['https://rickandmortyapi.com/api/episode/37']
600,Christmas Storyteller,['https://rickandmortyapi.com/api/episode/37']
601,Cookies Guy,['https://rickandmortyapi.com/api/episode/37']
602,Crossy,['https://rickandmortyapi.com/api/episode/37']
603,Female Scorpion,['https://rickandmortyapi.com/api/episode/37']
604,Floaty Bloody Mans Daughter,['https://rickandmortyapi.com/api/episode/37']
605,Goomby,['https://rickandmortyapi.com/api/episode/37']
606,Hairspray Fan,['https://rickandmortyapi.com/api/episode/37']
607,Jesus Christ,['https://rickandmortyapi.com/api/episode/37']
608,Josh,['https://rickandmortyapi.com/api/episode/37']
609,Josh's Sister,['https://rickandmortyapi.com/api/episode/37']
610,Leah,['https://rickandmortyapi.com/api/episode/37']
611,Marcus,['https://rickandmortyapi.com/api/episode/37']
612,Mike Johnson,['https://rickandmortyapi.com/api/episode/37']
613,Mr. Celery & Friends,['https://rickandmortyapi.com/api/episode/37']
614,Musical Fan,['https://rickandmortyapi.com/api/episode/37']
615,Phantom of the Opera Fan,['https://rickandmortyapi.com/api/episode/37']
616,Phoenixperson,['https://rickandmortyapi.com/api/episode/37']
617,Private Smith,['https://rickandmortyapi.com/api/episode/37']
618,Professor Sanchez,['https://rickandmortyapi.com/api/episode/37']
619,Ramamama Lord,['https://rickandmortyapi.com/api/episode/37']
620,Ruth Bader Ginsburg,['https://rickandmortyapi.com/api/episode/37']
621,Sarge,['https://rickandmortyapi.com/api/episode/37']
622,Shrek The Musical Fan,['https://rickandmortyapi.com/api/episode/37']
623,Snuffles,['https://rickandmortyapi.com/api/episode/37']
624,Storylord,['https://rickandmortyapi.com/api/episode/37']
625,Tammy Guetermann,['https://rickandmortyapi.com/api/episode/37']
626,The Concept of Time,['https://rickandmortyapi.com/api/episode/37']
627,Beth Smith,['https://rickandmortyapi.com/api/episode/37']
628,Summer Smith,['https://rickandmortyapi.com/api/episode/37']
629,Morty Smith,['https://rickandmortyapi.com/api/episode/37']
630,Rick Sanchez,['https://rickandmortyapi.com/api/episode/37']
631,Train Cop,['https://rickandmortyapi.com/api/episode/37']
632,Train Cops,['https://rickandmortyapi.com/api/episode/37']
633,Train Cops Instructor,['https://rickandmortyapi.com/api/episode/37']
634,Darth Poopybutthole,['https://rickandmortyapi.com/api/episode/37']
635,Evil Morty,['https://rickandmortyapi.com/api/episode/37']
636,Mortys Disguise,['https://rickandmortyapi.com/api/episode/37']
637,Ricks Disguise,['https://rickandmortyapi.com/api/episode/37']
638,Uncle Nibbles,['https://rickandmortyapi.com/api/episode/37']
639,Angry Glorzo,['https://rickandmortyapi.com/api/episode/38']
640,Bruce,['https://rickandmortyapi.com/api/episode/38']
641,Council of Glorzos Member,['https://rickandmortyapi.com/api/episode/38']
642,Council of Glorzos Member,['https://rickandmortyapi.com/api/episode/38']
643,Old Glorzo,['https://rickandmortyapi.com/api/episode/38']
644,Shane,['https://rickandmortyapi.com/api/episode/38']
645,Steve,['https://rickandmortyapi.com/api/episode/38']
646,Troy,['https://rickandmortyapi.com/api/episode/38']
647,Crystal Dealers Boss,['https://rickandmortyapi.com/api/episode/39']
648,Crystal Dealer,['https://rickandmortyapi.com/api/episode/39']
649,Crystal Dealer,['https://rickandmortyapi.com/api/episode/39']
650,Crystal Dealer,['https://rickandmortyapi.com/api/episode/39']
651,SWAT Officer,['https://rickandmortyapi.com/api/episode/39']
652,Plane Crash Survivor,['https://rickandmortyapi.com/api/episode/39']
653,Plane Crash Survivor,['https://rickandmortyapi.com/api/episode/39']
654,Heroine Keith,['https://rickandmortyapi.com/api/episode/39']
655,Impervious to Acid SWAT Officer,['https://rickandmortyapi.com/api/episode/39']
656,Johnny Carson,['https://rickandmortyapi.com/api/episode/39']
657,Sonia Sotomayor,['https://rickandmortyapi.com/api/episode/39']
658,Mortys Father-in-law,['https://rickandmortyapi.com/api/episode/39']
659,Mortys Mother-in-law,['https://rickandmortyapi.com/api/episode/39']
660,Mortys Girlfriend,['https://rickandmortyapi.com/api/episode/39']
661,Gaia,['https://rickandmortyapi.com/api/episode/40']
662,Reggie,['https://rickandmortyapi.com/api/episode/40']
663,Ticktock,['https://rickandmortyapi.com/api/episode/40']
664,Florflock,['https://rickandmortyapi.com/api/episode/40']
665,Squeeb,['https://rickandmortyapi.com/api/episode/40']
666,Defiance Beth,"['https://rickandmortyapi.com/api/episode/41', 'https://rickandmortyapi.com/api/episode/43']"
667,Defiance Squanchette,['https://rickandmortyapi.com/api/episode/41']
668,Defiance Doctor,['https://rickandmortyapi.com/api/episode/41']
669,New Improved Galactic Federation Guard,['https://rickandmortyapi.com/api/episode/41']
670,New Improved Galactic Federation Guard,['https://rickandmortyapi.com/api/episode/41']
671,Mr. Nimbus,['https://rickandmortyapi.com/api/episode/42']
672,Hoovy,['https://rickandmortyapi.com/api/episode/42']
673,Bova,['https://rickandmortyapi.com/api/episode/42']
674,Japheth,['https://rickandmortyapi.com/api/episode/42']
675,Japheth's Middle Son,['https://rickandmortyapi.com/api/episode/42']
676,Japheth's Eldest Son,['https://rickandmortyapi.com/api/episode/42']
677,Japheth's Youngest Son,['https://rickandmortyapi.com/api/episode/42']
678,Japheth's Grandson,['https://rickandmortyapi.com/api/episode/42']
679,Adam,['https://rickandmortyapi.com/api/episode/42']
680,Adam's Mother,['https://rickandmortyapi.com/api/episode/42']
681,Warlock,['https://rickandmortyapi.com/api/episode/42']
682,Evolved Narnian,['https://rickandmortyapi.com/api/episode/42']
683,Mr. Nimbus Secretary,['https://rickandmortyapi.com/api/episode/42']
684,Evolved Narnian Disguised as Morty,['https://rickandmortyapi.com/api/episode/42']
685,Mr. Nimbus' Squid,['https://rickandmortyapi.com/api/episode/42']
686,Scarecrow Rick,['https://rickandmortyapi.com/api/episode/43']
687,Scarecrow Summer,['https://rickandmortyapi.com/api/episode/43']
688,Scarecrow Jerry,['https://rickandmortyapi.com/api/episode/43']
689,Scarecrow Morty,['https://rickandmortyapi.com/api/episode/43']
690,Scarecrow Beth,['https://rickandmortyapi.com/api/episode/43']
691,Glockenspiel Jerry,['https://rickandmortyapi.com/api/episode/43']
692,Glockenspiel Beth,['https://rickandmortyapi.com/api/episode/43']
693,Glockenspiel Rick,['https://rickandmortyapi.com/api/episode/43']
694,Glockenspiel Summer,['https://rickandmortyapi.com/api/episode/43']
695,Glockenspiel Morty,['https://rickandmortyapi.com/api/episode/43']
696,Wicker Beth,['https://rickandmortyapi.com/api/episode/43']
697,Wicker Rick,['https://rickandmortyapi.com/api/episode/43']
698,Wicker Morty,['https://rickandmortyapi.com/api/episode/43']
699,Wicker Summer,['https://rickandmortyapi.com/api/episode/43']
700,Metal Rick,['https://rickandmortyapi.com/api/episode/43']
701,Gun Brain Rick,['https://rickandmortyapi.com/api/episode/43']
702,Mr. Always Wants to be Hunted,['https://rickandmortyapi.com/api/episode/43']
703,Squid Costume Beth,['https://rickandmortyapi.com/api/episode/43']
704,Squid Costume Jerry,['https://rickandmortyapi.com/api/episode/43']
705,Squid Costume Morty,['https://rickandmortyapi.com/api/episode/43']
706,Squid Costume Rick,['https://rickandmortyapi.com/api/episode/43']
707,Squid Costume Summer,['https://rickandmortyapi.com/api/episode/43']
708,Dracula,['https://rickandmortyapi.com/api/episode/43']
709,Steve,['https://rickandmortyapi.com/api/episode/43']
710,When Wolf,['https://rickandmortyapi.com/api/episode/43']
711,Too Cute to Murder Beth,['https://rickandmortyapi.com/api/episode/43']
712,Too Cute to Murder Rick,['https://rickandmortyapi.com/api/episode/43']
713,Too Cute to Murder Jerry,['https://rickandmortyapi.com/api/episode/43']
714,Too Cute to Murder Morty,['https://rickandmortyapi.com/api/episode/43']
715,Too Cute to Murder Summer,['https://rickandmortyapi.com/api/episode/43']
716,Planetina,['https://rickandmortyapi.com/api/episode/44']
717,Daphne,['https://rickandmortyapi.com/api/episode/44']
718,Diesel Weasel,['https://rickandmortyapi.com/api/episode/44']
719,Eddie,['https://rickandmortyapi.com/api/episode/44']
720,Xing Ho,['https://rickandmortyapi.com/api/episode/44']
721,Air Tina-Teer,['https://rickandmortyapi.com/api/episode/44']
722,Water Tina-Teer,['https://rickandmortyapi.com/api/episode/44']
723,Planetina Buyer,['https://rickandmortyapi.com/api/episode/44']
724,Tony Galopagus,['https://rickandmortyapi.com/api/episode/44']
725,Sticky,['https://rickandmortyapi.com/api/episode/45']
726,Professor Shabooboo,['https://rickandmortyapi.com/api/episode/45']
727,Sperm Queen,['https://rickandmortyapi.com/api/episode/45']
728,CHUD King,['https://rickandmortyapi.com/api/episode/45']
729,Princess Ponietta,['https://rickandmortyapi.com/api/episode/45']
730,Naruto Smith,"['https://rickandmortyapi.com/api/episode/45', 'https://rickandmortyapi.com/api/episode/48']"
731,Blazen,['https://rickandmortyapi.com/api/episode/45']
732,Kathy Ireland,['https://rickandmortyapi.com/api/episode/45']
733,Amazing Johnathan,['https://rickandmortyapi.com/api/episode/45']
734,Foal Sanchez,['https://rickandmortyapi.com/api/episode/45']
735,Spaceman,['https://rickandmortyapi.com/api/episode/45']
736,Cirque du Soleil Zumanity Member,['https://rickandmortyapi.com/api/episode/45']
737,Cirque du Soleil Zumanity Member,['https://rickandmortyapi.com/api/episode/45']
738,Cirque du Soleil Zumanity Member,['https://rickandmortyapi.com/api/episode/45']
739,Cirque du Soleil Zumanity Member,['https://rickandmortyapi.com/api/episode/45']
740,Cirque du Soleil Zumanity Member,['https://rickandmortyapi.com/api/episode/45']
741,Bruce Chutback,['https://rickandmortyapi.com/api/episode/46']
742,Alyson Hannigan,['https://rickandmortyapi.com/api/episode/46']
743,Cenobite,['https://rickandmortyapi.com/api/episode/46']
744,Cenobite,['https://rickandmortyapi.com/api/episode/46']
745,Cenobite,['https://rickandmortyapi.com/api/episode/46']
746,Cenobite,['https://rickandmortyapi.com/api/episode/46']
747,Cenobite,['https://rickandmortyapi.com/api/episode/46']
748,Coat Rack Head,['https://rickandmortyapi.com/api/episode/46']
749,Mousetrap Nipples,['https://rickandmortyapi.com/api/episode/46']
750,Changeformer,['https://rickandmortyapi.com/api/episode/46']
751,Changeformer,['https://rickandmortyapi.com/api/episode/46']
752,Space Cruiser,"['https://rickandmortyapi.com/api/episode/17', 'https://rickandmortyapi.com/api/episode/47']"
753,Coop,['https://rickandmortyapi.com/api/episode/47']
754,Dwayne,['https://rickandmortyapi.com/api/episode/47']
755,Franklin D. Roosevelt,['https://rickandmortyapi.com/api/episode/47']
756,President's General,"['https://rickandmortyapi.com/api/episode/45', 'https://rickandmortyapi.com/api/episode/47']"
757,Giant Assassin Hidden in the Statue of Liberty,['https://rickandmortyapi.com/api/episode/47']
758,Turkey Morty,['https://rickandmortyapi.com/api/episode/47']
759,Turkey Rick,['https://rickandmortyapi.com/api/episode/47']
760,Turkey President Curtis,['https://rickandmortyapi.com/api/episode/47']
761,Martnez,['https://rickandmortyapi.com/api/episode/47']
762,Marvin,['https://rickandmortyapi.com/api/episode/47']
763,Jackey,['https://rickandmortyapi.com/api/episode/47']
764,Native Alien,['https://rickandmortyapi.com/api/episode/47']
765,Pilgrim Alien,['https://rickandmortyapi.com/api/episode/47']
766,President Turkey,['https://rickandmortyapi.com/api/episode/47']
767,Mary-Lou,['https://rickandmortyapi.com/api/episode/47']
768,Big Fat rick,['https://rickandmortyapi.com/api/episode/48']
769,Hothead Rick,['https://rickandmortyapi.com/api/episode/48']
770,Ricardo Montoya,['https://rickandmortyapi.com/api/episode/48']
771,Wrap-it-up Little Rick,['https://rickandmortyapi.com/api/episode/48']
772,Yo-yo Rick,['https://rickandmortyapi.com/api/episode/48']
773,Voiceoverian,['https://rickandmortyapi.com/api/episode/48']
774,Voiceoverian,['https://rickandmortyapi.com/api/episode/48']
775,Gotron Pilot,['https://rickandmortyapi.com/api/episode/48']
776,Gotron Pilot,['https://rickandmortyapi.com/api/episode/48']
777,Gotron Pilot,['https://rickandmortyapi.com/api/episode/48']
778,Young Memory Rick,['https://rickandmortyapi.com/api/episode/49']
779,Memory Tammy,['https://rickandmortyapi.com/api/episode/49']
780,Rick's Garage,['https://rickandmortyapi.com/api/episode/49']
781,Memory Squanchy,['https://rickandmortyapi.com/api/episode/49']
782,Memory Rick,['https://rickandmortyapi.com/api/episode/49']
783,Memory Rick,['https://rickandmortyapi.com/api/episode/49']
784,Memory Geardude,['https://rickandmortyapi.com/api/episode/49']
785,Birdperson & Tammy's Child,['https://rickandmortyapi.com/api/episode/49']
786,Two Crows,"['https://rickandmortyapi.com/api/episode/50', 'https://rickandmortyapi.com/api/episode/51']"
787,Mr. Cookie President,['https://rickandmortyapi.com/api/episode/50']
788,Nick,['https://rickandmortyapi.com/api/episode/50']
789,Harold (Garbage Goober),['https://rickandmortyapi.com/api/episode/50']
790,Harold's Wife,['https://rickandmortyapi.com/api/episode/50']
791,Alien Crow,['https://rickandmortyapi.com/api/episode/50']
792,Alien Crow,['https://rickandmortyapi.com/api/episode/50']
793,Samansky,['https://rickandmortyapi.com/api/episode/48']
794,Palicki,['https://rickandmortyapi.com/api/episode/48']
795,Sarge,['https://rickandmortyapi.com/api/episode/48']
796,Slartivartian,['https://rickandmortyapi.com/api/episode/44']
797,Ferkusian,['https://rickandmortyapi.com/api/episode/44']
798,Morglutzian,['https://rickandmortyapi.com/api/episode/44']
799,Super Turkey,['https://rickandmortyapi.com/api/episode/47']
800,7+7 Years Old Morty,['https://rickandmortyapi.com/api/episode/51']
801,26 Years Old Morty,['https://rickandmortyapi.com/api/episode/51']
802,40 Years Old Morty,['https://rickandmortyapi.com/api/episode/51']
803,Andy,['https://rickandmortyapi.com/api/episode/51']
804,Baby Mouse Skin Morty,['https://rickandmortyapi.com/api/episode/51']
805,Metaphor for Capitalism,['https://rickandmortyapi.com/api/episode/51']
806,Beth Sanchez,['https://rickandmortyapi.com/api/episode/51']
807,Crow Scare,['https://rickandmortyapi.com/api/episode/51']
808,Pussifer,['https://rickandmortyapi.com/api/episode/51']
809,Stan Lee Rick,['https://rickandmortyapi.com/api/episode/51']
810,Re-Build-a-Morty Morty,['https://rickandmortyapi.com/api/episode/51']
811,Deformed Morty,['https://rickandmortyapi.com/api/episode/51']
812,Crow Horse,['https://rickandmortyapi.com/api/episode/51']
813,Bald Rick,['https://rickandmortyapi.com/api/episode/51']
814,Punk Rick,['https://rickandmortyapi.com/api/episode/51']
815,Party Rick,['https://rickandmortyapi.com/api/episode/51']
816,Scar Rick,['https://rickandmortyapi.com/api/episode/51']
817,Long Hair Rick,['https://rickandmortyapi.com/api/episode/51']
818,Redhead Rick,['https://rickandmortyapi.com/api/episode/51']
819,Redhead Morty,['https://rickandmortyapi.com/api/episode/51']
820,Gotron,['https://rickandmortyapi.com/api/episode/48']
821,Young Jerry,['https://rickandmortyapi.com/api/episode/51']
822,Young Beth,['https://rickandmortyapi.com/api/episode/51']
823,Young Beth,['https://rickandmortyapi.com/api/episode/51']
824,Young Jerry,['https://rickandmortyapi.com/api/episode/51']
825,Butter Robot,['https://rickandmortyapi.com/api/episode/9']
